Name	CoL ID	E_Rj (log10 J/cm^3)	F_m (log10 l/d.cm^2)	kap_X (log10 -)	s_G (log10 -)	h_a (log10 1/d^2)	kap_P (log10 -)	kap_R (log10 -)	kap_V (log10 -)	p_M (log10 J/d.cm^3)	k_E (log10 1/d)	E_G (log10 J/cm^3)	p_T (log10 J/d.cm^2)	s_j (log10 -)	t_sj (log10 d)	E_Hj (log10 J)	E_He (log10 J)	E_Hb (log10 J)	k_J (log10 1/d)	E_Hx (log10 J)	E_Hp (log10 J)	E_Hs (log10 J)	p_Am (log10 J/d.cm^2)	kap (log10 -)	v (log10 cm/d)	t_0 (log10 d)
Sarcophilus harrisii	5ce2db014e2fa02fef465ca6c68f66b3		0.812913356643	-0.0969100130081	-1.0	-9.98770281669	-1.0	-0.0222763947112		1.32374903652		3.89434209742						-2.94653739507	-2.69897000434	1.02525669707	2.0320987466		2.44964498821	-7.38306894864e-06	-1.63099391665	1.28990318956
Sardina pilchardus	fdd44e1b858d639f2ca3d6ce0d65d5fe		0.812913356643	-0.0969100130081	-4.0	-7.43039203245	-1.0	-0.0222763947112		2.19284611519		3.7182525001				1.02530586526		-0.253210167847	-2.69897000434		5.01994668168		2.70409987481	-0.482276405166	-1.55564287434	
Sardinella aurita	d2c389031e93f7f85d58cd1444bff358		0.812913356643	-0.0969100130081	-4.0	-7.25547232653	-1.0	-0.0222763947112		1.9721102284		3.7168377233				-1.80327127738		-1.88372441242	-2.69897000434		3.58647477857		2.51593077493	-0.0216368529161	-1.53835143194	
Sayornis phoebe	d1f30f67f1cc6fa1199a767e44d43add		0.812913356643	-0.0969100130081	-2.0	-19.7447274949	-1.0	-0.0222763947112		3.05125288113		3.86767780752						3.16938049531	-2.69897000434		5.9761206183		3.42532550033	-0.101395472525	-0.774509799929	
Scapholeberis mucronata	986bcd982c77ba4c25548ad2906f3f49		0.812913356643	-0.0969100130081	-4.0	-4.93033190309	-1.0	-0.0222763947112		3.14612803568		3.64483232883						-3.22380748525	-2.69897000434		-2.31122434473		1.8282679526	-0.0433514207948	-1.43770713554	
Sceloporus undulatus	9152ab6db407dca4866fc5bb234b62a6		0.812913356643	-0.0969100130081	-4.0	-8.39555793374	-1.0	-0.0222763947112		2.0		3.8878984881						3.1535099893	-2.69897000434		4.56217386336		2.51244957897	-0.229147988358	-1.56863623584	
Schmidtea polychroa	032a02867df5f7a953bd3c02edd02523		0.812913356643	-0.0969100130081	-4.0	-6.99740201928	-1.0	-0.323306390375		1.78490244989		3.2615007732				-2.81787078595		-4.49716336138	-2.69897000434		-1.63808338133		1.04124657971	-0.000108587194441	-1.99826628719	
Sciaena umbra	83fba9cbf5b0011df44d58004569ac19		0.812913356643	-0.0969100130081	-4.0	-9.08719360734	-1.0	-0.0222763947112		0.954387250145		3.71916549409				0.698622429702		-0.754240644033	-2.69897000434		5.13225968953		1.74842527311	-0.0355046604449	-1.17321276118	
Scomber scombrus	f656631fc42068100e2330c40c8fda18		0.812913356643	-0.0969100130081	-4.0	-8.07365755337	-1.0	-0.0222763947112		1.52750101098		3.71758729686				1.17464119266		-1.27926202298	-2.69897000434		5.13065534902		1.88979959479	-0.0671712330992	-1.49039429539	
Scorpaenichthys marmoratus	397958a0d9074889461f137e4f7e7afc		0.812913356643	-0.0969100130081	-4.0	-7.82915179636	-1.0	-0.0222763947112		1.4858633296		3.71700440704				0.41043978621		-0.220331372793	-2.69897000434		4.87227284622		2.50791656078	-0.0301183562535	-0.982966660701	
Scyliorhinus canicula	384ae8eb01a30b7118797dd65f7e4915		0.812913356643	-0.0969100130081	-4.0	-7.32376378324	-1.0	-0.0222763947112		1.76618969331		3.71172289183						2.33021078457	-2.69897000434		4.39322411636		2.62311070767	-0.0555173278498	-1.66574735767	
Semicossyphus pulcher	69686c930aaba39a3bdb90083af535ad		0.812913356643	-0.0969100130081	-4.0	-12.7176044953	-1.0	-0.0222763947112		1.45209324902		3.717670503				6.42406452542		-1.23358715289	-2.69897000434		6.59922786277		0.610901725425	-0.280171713746	-1.00731396084	
Sepia officinalis	22353d7f2941918fea5661dde05d0321		0.812913356643	-0.0506099933551	0.0	-5.94271435558	-1.09691001301	-0.0222763947112		1.6249006022		3.74217504322				1.81464706945		0.340047317661	-2.69897000434		3.93079626298		2.50051502574	-0.00217691925427	-0.989276134608	
Sepietta obscura	ff971eddd33e29318b793c02a46fe304		0.812913356643	-0.0969100130081	0.0	-3.36041092576	-1.0	-0.0222763947112		1.22102802663		3.74022527277				1.8402667286		0.243360547674	-2.69897000434		2.93267057318		2.13505310298	-0.0978344147534	-1.89470786876	
Sepiola atlantica	44669098315cfbb641688d3fc48a8506		0.812913356643	-0.0969100130081	0.0	-4.16244691275	-1.0	-0.0222763947112		1.25506978704		3.7394552511				2.40289043866		0.622875843434	-2.69897000434		3.30443020491		1.88057409285	-0.140513445695	-1.86462243107	
Septifer virgatus	755768b01e8324c1c8e620dd1153a5ed		0.812913356643	-0.0969100130081	-4.0	-9.4335625078	-1.0	-0.0222763947112		0.787956123284		3.37235958252				-2.60818307639		-3.49376564039	-2.69897000434		1.5683190851		0.786041921035	-0.0634359948647	-1.52491019661	
Seriola dumerili	135ef6203c41b18dfdf3c87a6fb36a27		0.812913356643	-0.0969100130081	-4.0	-8.84679509992	-1.0	-0.0222763947112		1.17983892802		3.71899963788				1.06966809691		-0.99653946789	-2.69897000434		6.76908178712		2.07724068743	-0.032358435917	-1.45580788923	
Setonix brachyurus	5566abe065e293ca9524aa2d42679bbb		0.812913356643	-0.430626090385	-1.0	-11.8311814812	-0.459170185889	-0.0222763947112		1.53372504327		3.89378783004						2.19470855158	-2.69897000434	5.61099001644	5.87523263113		2.68689087348	-0.0571544425951	-1.42465047978	1.32878720035
Silurus glanis	6c2ea465078c17cbe89597943b9e7ea0		0.812913356643	-0.0969100130081	-4.0	-9.87321942299	-1.0	-0.0222763947112		1.23628527745		3.71600334363						-0.793443955901	-2.69897000434		5.9703003754		2.73187309872	-0.0661585371013	-1.63526144494	
Simocephalus serrulatus	c80b9c7571c8f66720bdd1978b6df130		0.812913356643	-0.0969100130081	-4.0	-4.06258241852	-1.0	-0.0222763947112		3.2552725051		3.64591327503						-2.9090369234	-2.69897000434		-1.39222339626		2.0601423436	-0.0291883891275	-1.32780974881	
Smeringurus mesaensis	5ac22e6a79875de9dd358275269bf959		0.812913356643	-0.0969100130081	-4.0	-8.95939765989	-1.0	-0.0222763947112		1.46908529912		3.64473392745				2.2842050677		0.582971929105	-2.69897000434		2.86171358757		1.12289055895	-0.0252120677864	-1.38615817812	
Solea solea	deff55d108d1dce0aa4a4f4b9838e198		0.812913356643	-0.0969100130081	-4.0	-8.03067682781	-1.0	-0.0222763947112		1.35223463032		3.71786680633				0.592789446633		-1.23559145892	-2.69897000434		5.18039829945		1.91220345111	-0.133536024664	-1.94929551445	
Somateria mollissima	1a7ecf3b98b9e53884453d725c57db67		0.812913356643	-0.0969100130081	-1.0	-83.876801925	-1.0	-0.0222763947112		2.78180346741		3.86445708754						4.24600590408	-2.69897000434		6.8249064713		3.62453579	-0.0377348696179	-0.980717504238	
Somniosus microcephalus	31935504b8da5b895f90bcf5c73f221c		0.812913356643	-0.0969100130081	-4.0	-8.65072247253	-1.0	-0.0222763947112		1.18469143082		3.71858472003						5.23401081759	-2.69897000434		6.75495958772		2.83559989909	-0.0979971086493	-2.30653687278	
Sorex araneus	246f61356ae2711049eb21ec5abafa02		0.812913356643	-0.0969100130081	-2.0	-12.1079310103	-1.0	-0.0222763947112		2.39702877213		3.8938244335						2.69933639428	-2.69897000434	4.74217111152	5.06474617527		2.72567564506	-0.114926142722	-1.38184831286	1.2882313346
Sparus aurata	0ef59679adc50c75a369c2b291f7e32f		0.812913356643	-0.0969100130081	-4.0	-8.72468864546	-1.0	-0.0222763947112		1.28262211288		3.71841864183				2.46359440219		-1.3597173703	-2.69897000434		5.16256440652		1.40093325057	-0.0203605877771	-1.35931984672	
Sphenodon punctatus	25b1757fa601bfa9d01e3e9460c93b06		0.812913356643	-0.0969100130081	-4.0	-8.82768903148	-1.0	-0.0222763947112		1.25575478664		3.89459294792						3.34458874258	-2.69897000434		4.31005573775		1.97063228223	-0.100507803862	-2.1232050238	
Sphyrna lewini	350243ccc762d3c4ac03d1b35bd6ff9d		0.812913356643	-0.0969100130081	-4.0	-8.82594019227	-1.0	-0.0222763947112		1.45469244924		3.71441359229						6.56726169235	-2.69897000434		8.4382258076		3.38820425432	-0.439495584805	-0.75227216709	
Sprattus sprattus	8b704c8dd27132590681045b7a305644		0.812913356643	-0.0969100130081	-4.0	-7.58947076475	-1.0	-0.0222763947112		1.27971712223		3.71837960424				0.33881294688		-1.75348664753	-2.69897000434		3.82868438129		1.22299724147	-0.161087343273	-1.63879741133	
Squalus acanthias	e27b689ea5bd2d30bc3f0e7699a5ceb2		0.812913356643	-0.0969100130081	-4.0	-8.93255715722	-1.0	-0.0222763947112		1.44715803134		3.71792002584						5.006037955	-2.69897000434		6.2842050677		2.8042375977	-0.185352930548	-1.27547837288	
Squatina californica	68e9753aed082e09ac4d4b4c348e920b		0.812913356643	-0.0969100130081	-4.0	-8.12257105921	-1.0	-0.0222763947112		1.38435341414		3.71800316827						3.80386663428	-2.69897000434		6.24328614608		2.72194739231	-0.0277508640374	-1.26424146256	
Stagnicola palustris	aa6c1e75fc6f19f056a2c6ca08a23218		0.812913356643	-0.0969100130081	-4.0	-6.40815658878	-1.0	-0.323306390375		3.01325866528		3.59262082132				0.791971201021		-1.78834559945	-2.69897000434		2.06258198423		1.93239714756	-0.0477404634092	-1.76396685288	
Stercorarius longicaudus	7463b0f804c2d9ab6acd1e21194c690a		0.812913356643	-0.0969100130081	-2.0	-45.8276890315	-1.0	-0.0222763947112		2.77851662783		3.86366896791						3.58950279626	-2.69897000434		6.10754912974		3.55876255406	-0.00949687264615	0.250712686459	
Stercorarius maccormicki	15e1f2d9818ba3046dff1e228d1587b6		0.812913356643	-0.0969100130081	-2.0	-44.0730405116	-1.0	-0.0222763947112		2.5215055088		3.86759062854						3.74154551678	-2.69897000434		6.35140975193		3.53050833473	-0.00617153846446	0.228708259802	
Stercorarius skua	0a044c4812738721275215f803d29c25		0.812913356643	-0.0969100130081	-2.0	-46.1620329816	-1.0	-0.0222763947112		2.57213360387		3.86443097838						3.83238116025	-2.69897000434		6.39689644914		3.58190985475	-0.00610987143176	0.286456469747	
Sterechinus neumayeri	d8fb71b73e11d1cdecfac8419e98fb50		0.812913356643	-0.0969100130081	-4.0	-7.0304909014	-1.0	-0.0222763947112		1.240299582		3.37876117532				-0.978397283972		-2.42887372292	-2.69897000434		0.562054829656		1.50076598019	-0.202040356263	-1.20252471246	
Sterna paradisaea	b20a894252b52f4c191ef168d1a7aaad		0.812913356643	-0.0969100130081	-2.0	-64.2132485779	-1.0	-0.0222763947112		3.22437765216		3.864927377						2.83026780093	-2.69897000434		5.42991369776		3.74787537757	-0.00450959436259	-0.346912967201	
Struthio camelus	26bf9d7919fc7dfe27d77f02f459b60f		0.812913356643	-0.0969100130081	-1.30102999566	-25.7537476877	-1.0	-0.0222763947112		1.57148172841		3.86383003399						5.4623979979	-2.69897000434		7.99642410396		3.2193539589	-0.0350759974292	-0.541921429051	
Sula bassana	4dc3e535a6a6253e4adceb72157431fe		0.812913356643	-0.301029995664	-1.30102999566	-60.411504199	-1.0	-0.0222763947112		2.82146243193		3.86460955744						3.04999285692	-2.69897000434		6.09968064111		3.79392163071	-0.00223803031492	-0.593187406522	
Sula nebouxii	ea3be33231335317a364427a5bcc38f3		0.812913356643	-0.301029995664	-1.30102999566	-38.6573799574	-1.0	-0.0222763947112		2.73139534424		3.86457100007						3.80665472399	-2.69897000434		6.65272969607		3.64017125786	-0.0155086918363	-0.566646264295	
Sylvia atricapilla	4134d00c993b71067bfeb807a0d09c4b		0.812913356643	-0.0969100130081	-2.0	-27.6963720236	-1.0	-0.0222763947112		3.01619735351		3.86477501866						1.84849701809	-2.69897000434		1.85448822504		3.29681870158	-0.00243888436641	-0.669302201661	
Symphalangus syndactylus	df178ac7151d370e79a86ffac7daed45		0.812913356643	-0.0969100130081	-1.0	-13.013985583	-1.0	-0.0222763947112		1.20158282062		3.89512794365						5.45945129449	-2.69897000434	6.16931874289	6.60744858917		2.44147204104	-0.0873635149554	-1.82304679849	
Tachyglossus aculeatus	db1edc1588907fc51323d4829f25036a		0.812913356643	-0.0969100130081	-2.0	-11.6164952118	-1.0	-0.0222763947112		2.15775586591		3.89436037619						-0.341298099368	-2.69897000434		4.63050313265		3.13185595396	-0.000318454583104	-1.3006358352	
Talpa europaea	3f6d0f42542751148164e4e7a2a67132		0.812913356643	-0.0969100130081	-2.0	-10.8741935419	-1.0	-0.0222763947112		4.45651937578		3.89433600432						2.4605971889	-2.69897000434	4.6745856023	5.57229060615		4.39654455246	-0.0205654490371	-1.60205999133	1.34867667804
Talpa occidentalis	792cc7348dec4c6b13c672504d67fbfc		0.812913356643	-0.0969100130081	-2.0	-10.3976144099	-1.0	-0.0222763947112		3.66959578102		3.89475014016						2.49665293925	-2.69897000434	4.19893186993	5.12678057701		3.77893083269	-0.0155987178481	-1.62712480321	1.13915781071
Tapirus terrestris	b887fe306ff897fd7ced2a4199ab2c30		0.812913356643	-0.0969100130081	-1.0	-13.8510890069	-1.0	-0.0222763947112		1.4151403522		3.88930170251						5.75671216016	-2.69897000434	6.70174063244	7.2462523123		3.06807820276	-0.0143490263091	-1.09810596803	2.27184160654
Tarsipes rostratus	6aca15b06107dd17949dd6cfdb40d63b		0.812913356643	-0.0969100130081	-1.0	-8.25481508655	-1.0	-0.0222763947112		2.09763207843		3.8940384465						-2.1117575857	-2.69897000434	1.16066957463	1.63123468911		2.3058670566	-0.000223284752797	-1.61100412152	1.58501040911
Tarsius tarsier	363ad8f84b1e80546fe32ad936b16e48		0.812913356643	-0.0969100130081	-1.30102999566	-10.20840478	-1.0	-0.0222763947112		1.51688293478		3.89346991575						4.78731946533	-2.69897000434	5.04749293362	5.54965544064		2.33439543918	-0.26739718575	-1.88788788058	1.54406804435
Tauraco erythrolophus	4044ed76e392318b4727c7de43ddb7a5		0.812913356643	-0.0969100130081	-1.30102999566	-24.1258662212	-1.0	-0.0222763947112		1.41833941473		3.86403737062						3.23248786635	-2.78688086119		3.62664826847		2.21120333244	-0.00842397080992	-1.1502735558	
Tetrastes bonasia	48797b9cd84c84166eca6c1bc4a3b01f		0.812913356643	-0.0969100130081	-2.0	-10.4947143259	-1.0	-0.0222763947112		2.77164185614		3.86493745329						1.89470365261	-2.69897000434		3.18212921405		3.33603123211	-0.00190638787462	-1.46663472725	
Thalassarche melanophrys	9fad68b95fb3aebcce48f0d9fae66787		0.812913356643	-0.0969100130081	-2.0	-25.9833844524	-1.0	-0.0222763947112		2.23537439655		3.8639108417						4.07408468903	-2.69897000434		6.27577190016		3.33650976489	-0.00562564918968	-0.335574285489	
Thalia democratica	f4ca44e873a0b0c5881b0a1645582cda		2.46284703583	-0.397940008672	0.903089986992	-5.04754660358	-1.0	-0.0222763947112		3.90308998699		3.31973049433						-0.226579276709	-2.69897000434		-0.00248256058528		3.8903092169	-1.0	-1.17730898922	
Thunnus orientalis	243ba5718af1ebd2306782107e21e150		0.812913356643	-0.0969100130081	-4.0	-10.0519241345	-1.0	-0.0222763947112		1.23249040905		3.89471306121				1.84662530883		-1.51156915404	-2.69897000434		7.45320975285		1.94974851755	-0.0122551045084	-1.04894821853	
Thunnus thynnus	cd171d7f8b99d3cfddfe023e5f82480c		0.812913356643	-0.0969100130081	-4.0	-8.63987066232	-1.0	-0.0222763947112		1.03131553549		3.89489621152				-2.99029421161		-4.92558587016	-2.69897000434		5.33875123569		2.19350583062	-0.00274602132553	-1.99989578183	
Thymallus thymallus	70711497ab2addf810f979817f82f1e5		0.792391689498	-0.0969100130081	-4.0	-6.67611497216	-1.0	-0.0222763947112		1.9309001512		3.71635815088				3.06977536254		1.65551395636	-2.69897000434		5.86240928657		2.88423897487	-0.411009360658	-0.811904360686	
Tichodroma muraria	1c8d1f126dda2f5330c60f85fcfb30c4		0.812913356643	-0.0969100130081	-2.0	-29.4776862048	-1.0	-0.0222763947112		2.37263772198		3.86547471451						2.72566666031	-2.69897000434		4.67366587625		2.66491543856	-0.0278851406293	-1.49520302938	
Tiliqua rugosa	03bd821efb1cfb6c36d9b5037df77a69		0.812913356643	-0.0705810742857	-4.0	-9.32984695481	-1.0	-0.0222763947112		1.77356704893		3.89181611952						4.71315440184	-2.69897000434		5.32097667734		2.67895791385	-0.0417706858116	-1.18289759574	
Todiramphus cinnamominus	1c50b024147aadb63f1f128e5afa7e79		0.812913356643	-0.0969100130081	-2.0	-17.0819172154	-1.0	-0.0222763947112		2.61759368122		3.86434551923						2.45939248776	-2.70672586029		4.02201573982		3.13124964598	-0.00384746972448	-0.618289414329	
Torpedo marmorata	e4e52fc8719b66d823e7a9d0aba0f384		0.812913356643	-0.0969100130081	-4.0	-7.18688624599	-1.0	-0.0222763947112		1.24129738711		3.71858472003						2.57932620376	-2.69897000434		4.6471872979		2.63592585868	-0.0173218066165	-1.77806440017	
Toxostoma recurvirostre	004ebe47b553114eda7f8ccc707f1348		0.812913356643	-0.0969100130081	-2.0	-13.1926002872	-1.0	-0.0222763947112		3.56647166871		3.86624952132						1.14082218011	-2.69897000434		2.98059415578		3.78812027072	-0.00083464692295	-0.90889605591	
Trachurus trachurus	02ba3ac0351955e01ae15aada30ecaf3		0.812913356643	-0.0969100130081	-4.0	-9.29225954573	-1.0	-0.0222763947112		1.63678868903		3.70833590268				0.0715138050951		-0.922268820348	-2.69897000434		4.26410915631		2.29219624095	-0.0274269190734	-1.30434324006	
Trichechus inunguis	42e827c36ce872e11d6f6b1db7aee2fa		0.812913356643	-0.698970004336	-1.0	-12.6518587585	-0.154901959986	-0.0199966284163		1.43395375028		3.89424293552						5.94980068427	-2.69897000434	6.66827127018	7.34606139065		3.06819699736	-0.0182380042459	-1.48343818584	2.0985814321
Tringa flavipes	dfc3b9462212b04edcb721a3db10791e		0.812913356643	-0.0969100130081	-2.0	-37.2259211992	-1.0	-0.0222763947112		2.92630951309		3.86433899041						2.2019430634	-2.69897000434		3.92427928606		3.45206564468	-0.00117853568406	-0.407601153884	
Triops longicaudatus	cd00dfd705355d80c95c024877f73428		0.812913356643	-0.0969100130081	-1.0	-4.54348214219	-1.0	-0.0222763947112		3.52917360326		3.65011316444						-3.55517480049	-2.69897000434		0.257678574869		3.16161952067	-0.00436480540245	-1.21982675636	
Trisopterus luscus	cd5e7b2693846a253c3422d6fe98ae1a		0.812913356643	-0.0969100130081	-4.0	-7.10902040301	-1.0	-0.0222763947112		2.3113299523		3.71717102683				0.612889769287		-0.689731633368	-2.69897000434		5.47392469342		3.04976442453	-0.416008200802	-1.47314401287	
Troglodytes aedon	844d88011fccf9fc3ebd08155e87483b		0.812913356643	-0.0969100130081	-2.0	-19.8265223565	-1.0	-0.0222763947112		3.02706406215		3.86498427536						3.20628604441	-2.69897000434		4.6774244377		3.09311687161	-0.0478956136042	-1.59780742212	
Trygonoptera personata	739fdc4060e8c6a65d8025878bac5d8b		0.812913356643	-0.0969100130081	-4.0	-7.88706002392	-1.0	-0.0222763947112		1.40483371662		3.71891668601						4.56784945057	-2.69897000434		5.62562108142		2.45734740088	-0.0617305165371	-0.792634962531	
Tupaia glis	597342aa9ef1ce5b5f9208b80f34e2ec		0.812913356643	-0.0969100130081	-1.30102999566	-35.6551952442	-1.0	-0.0222763947112		2.30566730049		3.89439803911						3.2573809452	-2.69897000434	4.55669921642	5.07718615409		3.03020693895	-0.0100858779118	-0.47022198989	1.62220884042
Turdus merula	8539f68b2f729827c29dc81a2b30763a		0.812913356643	-0.0969100130081	-2.0	-33.2513469066	-1.0	-0.0222763947112		3.22268526324		3.86414486154						2.30016053695	-2.69897000434		5.54875782857		3.69365573286	-0.00834870121684	-0.572659978638	
Tursiops truncatus	5a97cc1e1ac71d45d276e12d8cdfd97d		0.812913356643	-0.0969100130081	-0.698970004336	-12.9273825235	-1.0	-0.0222763947112		1.37626846194		3.89464221499						6.07114529045	-2.69897000434	6.77444396892	7.37088301678		2.97506997554	-0.0268305670042	-1.69013571729	
Tyrannosaurus rex	5b355e6aa28cdfd9bed3c5ed8f4a828d		0.812913356643	-0.0969100130081	-0.301029995664	-10.208239196	-1.0	-0.0222763947112		1.17638069224		3.89470365261						5.05037975626	-2.69897000434		8.16820274684		3.10329731887	-0.0337643759014	-1.9284861949	
Tyrannus tyrannus	e2f3ff2fc877b9322dbd4fbe6a87f5f7		0.812913356643	-0.0969100130081	-2.0	-29.9771593891	-1.0	-0.0222763947112		2.90055391705		3.86978479943						3.01072386539	-2.69897000434		5.67052415778		3.35986203228	-0.0256495281365	-0.431927409705	
Tyto alba	6fcd23e9a266d2ec77f69e02b75fbead		0.812913356643	-0.0969100130081	-2.0	-17.2609817541	-1.0	-0.0222763947112		2.7895010372		3.86445827428						4.00389116624	-2.69897000434		6.66285223326		3.50507125531	-0.0783811444901	-0.790190194215	
Uria aalge	1f21d6d69cb8c09be9a27485d68bc4d1		0.812913356643	-0.0969100130081	-2.0	-17.1754186238	-1.0	-0.0222763947112		2.61433712111		3.86889530469						4.96293728843	-2.69897000434		7.21642983088		3.52966771408	-0.218546223737	-1.15558495953	
Uria lomvia	4c4d53e7dbf1e157a818e9c9719001f3		0.812913356643	-0.0969100130081	-2.0	-13.4874490071	-1.0	-0.0222763947112		2.48886645223		3.86392628852						4.93851972518	-2.69897000434		7.00475115559		3.37614427187	-0.219898808532	-1.37730944749	
Urocolius macrourus	e563e083718e4eb3a35fbcbde6fcaadd		0.812913356643	-0.0969100130081	-2.0	-26.4087127349	-1.0	-0.0222763947112		2.56717228342		3.86412407807						3.12352498094	-2.69897000434		5.74091507648		3.12751297295	-0.0374791376219	-0.343049385428	
Urosalpinx cinerea	854e3a6612913ce60ea981e0048635e4		0.812913356643	-0.0969100130081	-4.0	-7.3177646431	-1.0	-0.0222763947112		1.73267113714		3.59233334175				-3.63078414259		-4.68930668766	-2.69897000434		0.826009977791		1.52012573111	-0.000469291503507	-1.66426135299	
Ursus arctos	3620a6afc683c9cb9e66e3bc9d143133		0.812913356643	-0.0969100130081	-1.0	-17.5775743236	-1.0	-0.0222763947112		1.51468054412		3.89486965675						5.25309558585	-2.69897000434	7.09412159584	7.86171358757		3.11567041023	-0.0385789059336	-0.860750782428	1.87737134587
Ursus maritimus	ecf9a73302aa9be16e68c89fb524feb8		0.812913356643	-0.0969100130081	-1.0	-15.0119764381	-1.0	-0.0222763947112		1.53203547907		3.89385937028						5.17551181336	-2.69897000434	7.4332896852	7.90547206192		3.1411643309	-0.0389967890397	-1.12422707706	2.21748394421
Vanellus armatus	6034cc9bf59a797ca53b2e50c0241a25		0.812913356643	-0.0969100130081	-2.0	-13.4948500217	-1.0	-0.0222763947112		2.83781373318		3.86466709053						2.3859635706	-2.69897000434		4.07408468903		3.28312249785	-0.00383432515206	-1.35616255118	
Vanellus coronatus	6b2bf7e07f766050de717c4a411774c2		0.812913356643	-0.0969100130081	-2.0	-14.1469104701	-1.0	-0.0222763947112		2.71563821579		3.86462557257						3.75358305889	-2.69897000434		6.04178731897		3.26477061452	-0.0615853587814	-1.26139382832	
Varanus komodoensis	9734ef854130b3011fb9ec9be37afed1		0.812913356643	-0.0969100130081	-4.0	-10.037542583	-1.0	-0.0222763947112		1.32673719298		3.8943354504						3.8424301186	-2.69897000434		6.23949217801		2.86045001015	-0.0107313244636	-1.1055327361	
Varecia variegata	c8883cad4f1b3301686bf6ad91663991		0.812913356643	-0.0969100130081	-1.30102999566	-42.8597560078	-1.0	-0.0222763947112		2.18739943986		3.89571915737						5.09474356907	-2.69897000434	7.16096946656	7.67941245072		3.40992129414	-0.11155484183	-0.417829781959	1.96656549125
Venturia canescens	25a05f2c5c8f5146d4b515c36d06e089		0.812913356643	-0.0969100130081	-4.0	-2.20280173016	-1.0	-1.37726803484	-0.698970004336	1.29644579421		3.66275783168		-0.00828672428691			1.24674470972	-0.513286224018	-2.69897000434				2.58143420361	-0.177439663057	-1.33498217459	
Vipera berus	ced985dbbced31f2f74e641a992cb299		0.812913356643	-0.0969100130081	-4.0	-8.54439388742	-1.0	-0.0222763947112		1.64904263409		3.89370629306						4.23653726149	-2.69897000434		5.56348108539		2.5509458751	-0.289967300934	-1.55924829952	
Vulpes lagopus	74f649c50206103b78005228c898e177		0.812913356643	-0.698970004336	-1.0	-23.7128703793	-1.0	-0.0222763947112		2.39376642621		3.89457744701						4.29025726939	-2.69897000434	5.86189269039	6.88817949392		3.39517082312	-0.0408345412641	-0.942866632751	1.58810580268
Vulpes vulpes	f76554e91aa357dd527f70ed534fa52c		0.812913356643	-0.0969100130081	-1.0	-34.4839170038	-1.0	-0.0222763947112		2.03227618578		3.89390816617						4.0715764215	-2.69897000434	5.51737274784	6.69109918197		3.24783093185	-0.0118590408554	-0.590244348414	1.6408807645
Vultur gryphus	e012d92f1ab45b81706d72e36c5512e0		0.812913356643	-0.0969100130081	-2.0	-15.9788107009	-1.0	-0.0222763947112		1.23970229751		3.8623126952						5.03261876085	-2.69897000434		6.8347385189		2.58392614639	-0.0412068468865	-0.921543181947	
Wallabia bicolor	933f2699e0a7dd8d84cefe693500fc89		0.812913356643	-0.430626090385	-1.0	-11.4882502887	-0.459170185889	-0.0222763947112		1.30254737249		3.89762709129						2.85509495116	-2.69897000434	5.68735056956	6.94061608234		2.69219190061	-0.143391931563	-1.3700809645	1.42488163663
Xiphias gladius	099117b58af9f608aac8375fee1b49f9		0.812913356643	-0.0969100130081	-4.0	-7.32011805789	-1.0	-0.0222763947112		1.53580029082		3.71742083672				-0.294478386577		-0.885055584287	-2.69897000434		7.13001194967		3.03494113231	-0.046433585743	-1.40066286701	
Zeus faber	bf90fcde968c06d7a7f8cfca8d697a6f		0.812913356643	-0.0969100130081	-4.0	-7.77066378578	-1.0	-0.0222763947112		1.24713576773		3.71853656389						-0.648793327251	-2.69897000434		4.95934767666		2.41236477368	-0.0531720657495	-1.69516062573	
Zoarces viviparus	b17c8f2af4a90b649ca031af1d8ae0fa		0.812913356643	-0.0969100130081	-4.0	-6.043927663	-1.0	-0.0222763947112		2.2281436076		3.71575271682				2.38489079653		2.3211840273	-2.69897000434		4.34498141393		2.99485979163	-0.175874166083	-1.51442052302	
