Name	CoL ID	p_M (log10 J/d.cm^3)	F_m (log10 l/d.cm^2)	h_a (log10 1/d^2)	p_Am (log10 J/d.cm^2)	k_J (log10 1/d)	kap_X (log10 -)	kap (log10 -)	E_G (log10 J/cm^3)	E_Hb (log10 J)	s_G (log10 -)	v (log10 cm/d)	kap_P (log10 -)	kap_R (log10 -)	E_Hp (log10 J)	p_T (log10 J/d.cm^2)
Acipenser ruthenus	0b96730a682802ff925457b4832bce69	1.07298474463	0.812913356643	-7.73025362687	2.25486214428	-2.69897000434	-0.0969100130081	-0.00261361560269	3.72263392253	-1.62745619924	-4.0	-1.26704363042	-1.0	-0.0222763947112	3.81531204352	
Acipenser sturio	91d2d822ff7160abb9b9e57817711028	1.23754373814	0.812913356643	-9.57057073562	2.92723481737	-2.69897000434	-0.0969100130081	-0.0771189087917	3.71866773532	0.407390904471	-4.0	-1.49770947209	-1.0	-0.0222763947112	6.88991768344	
Aegotheles cristatus	e77dc5c18f2a229366e15a70c599332f	1.48130644222	0.812913356643	-16.448550002	2.07266156512	-2.69897000434	-0.0969100130081	-0.03405080803	3.86270488961	3.46284703583	-1.30102999566	-1.36100186845	-1.0	-0.0222763947112	3.74725639744	
Aethia cristatella	7048c7929886b0410e3501585b00d8a9	2.78802122366	0.812913356643	-14.6013656755	3.46337032729	-2.69897000434	-0.0969100130081	-0.0261796756473	3.86461489588	4.00043407748	-2.0	-0.7136333626	-1.0	-0.0222763947112	6.21058602491	
Aethia pusilla	eedd1a360668ef531a40b98d4493618e	2.87452762205	0.812913356643	-13.9362914406	3.39127746452	-2.69897000434	-0.0969100130081	-0.0275518406492	3.8645217603	3.70035752782	-2.0	-0.778142564581	-1.0	-0.0222763947112	5.83866022599	
Alectura lathami	0af00c8374b5551a726a6d761528a5a8	1.31930389422	0.812913356643	-14.5254923609	2.49301028082	-2.69897000434	-0.0969100130081	-0.115317895794	3.86409794888	5.2650537885	-1.30102999566	-1.01025215213	-1.0	-0.0222763947112	5.38309692995	
Alle alle	d04ac5333679e22045b58982006bcc2d	2.95216208935	0.812913356643	-22.0496351456	3.53081803137	-2.69897000434	-0.0969100130081	-0.00290207592512	3.86459947353	2.85727217356	-2.0	-0.590472632988	-1.0	-0.0222763947112	5.08529057823	
Alligator mississippiensis	258a54f64c1a663997eb9cca0549f840	1.17376882314	0.812913356643	-10.4671182806	2.76728873244	-2.69897000434	-0.0969100130081	-0.0640898635695	3.89558827567	4.38614210893	-4.0	-1.36693572731	-1.0	-0.0222763947112	7.34908316878	
Amia calva	d526fe4bb2cd5cf0d8edcbee9b0a07c4	2.18752072084	0.812913356643	-7.29115436195	3.23574553988	-2.69897000434	-0.0969100130081	-0.24895196518	3.71775369321	0.723373567019	-4.0	-1.59159042153	-1.0	-0.0222763947112	6.13481437032	
Amphisbaena alba	e9c5fca6f18472b4bdb1059cc9b179d0	1.26102483399	0.812913356643	-8.79128998009	2.18865854701	-2.69897000434	-0.0969100130081	-0.0926423918688	3.89459294792	3.61267791832	-4.0	-1.69164905141	-1.0	-0.0222763947112	5.16613397031	
Anas platyrhynchos	d5d9d6e502eb4c9f10b094dfdd935e65	1.27068582206	0.812913356643	-35.3460160926	2.29498398443	-2.69897000434	-0.0969100130081	-0.0277462345505	3.86441376921	4.16938049531	-1.69897000434	-0.440153199261	-1.0	-0.0222763947112	4.85296769103	
Andrias japonicus	41349267f4b608eff2affa9111ed15de	0.682145076374	0.812913356643	-9.31893975637	2.19693850272	-2.69897000434	-0.0969100130081	-0.0329202658555	3.81597600097	1.98538156023	-4.0	-1.02195650609	-1.0	-0.0222763947112	5.24378191609	
Anguis fragilis	9d72c2c8f700a5af8c9c3265f68859c7	1.559188189	0.812913356643	-9.49921482708	2.20156097812	-2.69897000434	-0.0969100130081	-0.193820026016	3.89359533382	3.06744284278	-4.0	-1.56098327161	-1.0	-0.0222763947112	4.2755416884	
Anthus pratensis	eb78a0bc492c93711d4c1ca8426d71d9	3.00560944536	0.812913356643	-19.6882461389	3.33931029751	-2.69897000434	-0.0969100130081	-0.00261798478444	3.86425470046	1.56074330105	-2.0	-0.644855103825	-1.0	-0.0222763947112	4.31952244907	
Apatosaurus spec	4a0bffea523beea537741425173e651f	1.28171497003	0.812913356643	-15.9531148092	3.35433897679	-2.69897000434	-0.0969100130081	-0.0347982989741	3.89459294792	5.67043140936	-0.301029995664	-1.63751752525	-1.0	-0.0222763947112	8.51228406328	
Aphanius fasciatus	ca3b317c12ad025398bec05b234d8a98	1.02160271603	-3.36221017064	-7.31202537997	1.40244022335	-2.69897000434	-2.30024896831	-0.118387127522	3.7194141597	0.335257256435	-4.0	-1.45001638884	-0.0969100130081	-0.0222763947112	2.23477029516	
Aphrastura spinicauda	fc5861eec01a70a052c61fd549cbe59c	2.90308998699	0.812913356643	-34.3593198467	3.23340227781	-2.69897000434	-0.0969100130081	-0.0381898764288	3.86398569425	3.09516935143	-2.0	-0.375470395904	-1.0	-0.0222763947112	5.40414924921	
Aporrectodea longa	6ba7cb1f971e29fa5b0489de565d4109	2.38667728396	0.812913356643	-8.84985783815	2.56077554058	-2.69897000434	-0.0969100130081	-0.0106391862238	3.61992771029	0.489536629482	-4.0	-0.778585762158	-1.0	-0.0222763947112	3.00389116624	
Apteryx mantelli	a2d2e28e381809c970138675ba310656	1.35781863863	0.812913356643	-25.7263044121	2.67830618756	-2.69897000434	-0.0969100130081	-0.292225498101	3.86457040685	5.95861165776	-1.30102999566	-1.10999279208	-1.0	-0.0222763947112	6.96303187505	
Apus apus	9623ca15e5c36c273a9e571b97ba8107	2.78402427922	0.812913356643	-49.0411018053	3.25768577306	-2.69897000434	-0.0969100130081	-0.00210708857005	3.86396015078	1.94086497597	-2.0	-0.24360734743	-1.0	-0.0222763947112	4.4164740791	
Aquila chrysaetos	5047c9307611462730f7230818a6788a	2.3651527749	0.812913356643	-50.502655619	3.92003875591	-2.69897000434	-0.0969100130081	-0.437730933153	3.86456388141	5.8121108412	-2.0	0.0688534936715	-1.0	-0.0222763947112	8.3113299523	
Arapaima gigas	a8f83fea3aa2f1d343cc2b193eacfdcc	1.46224821535	0.812913356643	-9.00100002778	2.87986110077	-2.69897000434	-0.0969100130081	-0.00414552012543	3.71792002584	-0.586700235919	-4.0	-1.48958905199	-1.0	-0.0222763947112	5.56359972888	
Archaeopteryx lithographica	b9239f5c1ac241577326804d5d856bf6	1.43376983392	0.812913356643	-18.3411304078	2.4174501025	-2.69897000434	-0.0969100130081	-0.121191067641	3.89359533382	4.51956550088	-0.301029995664	-1.59739475808	-1.0	-0.0222763947112	6.12221587827	
Ardeotis kori	185f3057c97c4f10fd7a1c483282d5a1	2.33442359076	0.812913356643	-18.5505216008	3.37689617389	-2.70889766964	-0.0969100130081	-0.00407098834663	3.86457455936	3.21537315278	-1.30102999566	-1.23343101342	-1.0	-0.0222763947112	6.05880548668	
Arenicola marina	8981bb1d5f3ba68ed39eec35e0104438	2.40725490056	0.812913356643	-7.10479852522	2.71175578529	-2.69897000434	-0.0969100130081	-0.00130484168834	3.62159167586	-5.93930215965	-4.0	-0.78850568834	-1.0	-0.0222763947112	2.92613657107	
Asellus aquaticus	4acab09868db831471b70493b88c5cc0	2.16613397031	0.812913356643	-7.0435914288	1.72705056875	-2.69897000434	-0.0969100130081	-0.0185891598341	3.64345267649	-1.66334017655	-4.0	-0.755228238505	-1.0	-0.0222763947112	-0.622329560666	
Aspidiophorus polystictos	88edfcced5860e504db0c2d25d801715	2.99184605364	0.812913356643	-3.71805806656	0.771138992816	-2.69897000434	-0.0969100130081	-0.244125144328	3.11627558758	-4.7452103126	-4.0	-2.28878347568	-1.0	-0.0222763947112	-4.07406940213	
Asplanchna girodi	7ef4175c71766debbf941dc6e2476c02	3.31868926995	0.812913356643	-24.692717953	2.19962081032	-2.69897000434	-0.0969100130081	-0.507099988891	2.96184805902	-2.17076057186	-4.0	-0.764471553092	-1.0	-0.0222763947112	-0.927015255372	
Atractosteus spatula	d3a4b7c1f41f1e5cc48d060d5ec1e28f	1.4571246263	0.812913356643	-9.73002032335	2.94577573245	-2.69897000434	-0.0969100130081	-0.0204516252959	3.717670503	-0.354381261757	-4.0	-1.39361863489	-1.0	-0.0222763947112	6.85769425779	
Balaeniceps rex	16bde12b82a99c26cf61f1229cd3f41a	2.06326578843	0.812913356643	-64.3613111133	3.33002801352	-2.69897000434	-0.0969100130081	-0.0115079314058	3.86332642965	4.44482519951	-2.0	0.398755715773	-1.0	-0.0222763947112	6.9330314951	
Belone belone	6b4ff497ef77437ec9fad307c08c99a6	1.60991441009	0.812913356643	-7.88372441242	2.40773412492	-2.69897000434	-0.0969100130081	-0.00943917000598	3.71692107317	-1.62672010672	-4.0	-1.90170246351	-1.0	-0.0222763947112	3.04296907339	
Boa constrictor	253bb4ac5026b77a3adf9b78516913b9	1.66162340923	0.812913356643	-10.0573471883	3.09264696974	-2.69897000434	-0.0969100130081	-0.206488994207	3.89409442732	4.99510845774	-4.0	-1.64016451766	-1.0	-0.0222763947112	6.91692746611	
Bosmina longirostris	869bccad902dfe087fefb3d7f87982d8	3.14612803568	0.812913356643	-5.1525507375	1.92236001956	-2.69897000434	-0.0969100130081	-0.315334135974	3.64728514503	-2.82798119058	-4.0	-1.64244628026	-1.0	-0.0222763947112	-1.67612939346	
Brachionus plicatilis	c1847141382c50836d8cf6c9cea31e71	2.54394394248	-0.648010544564	-2.75597041097	1.22013424957	-2.69897000434	-0.154901959986	-0.550059011227	3.18892848376	-3.50417824661	-4.0	-1.61172113654	-0.602059991328	-0.0222763947112	-3.20586064423	
Bubo scandiacus	1347e0b2597b16465cd5674f305fafd4	2.91735791888	0.812913356643	-17.6669559702	3.79160504458	-2.69897000434	-0.0969100130081	-0.00836198313831	3.86450396142	3.34084054981	-2.0	-0.698470852639	-1.0	-0.0222763947112	6.43854234879	
Bubo virginianus	657c70b3ce45f54079dabb6949fb5ac2	3.08143732635	0.812913356643	-18.8195873672	3.85285922572	-2.69897000434	-0.0969100130081	-0.0041630588736	3.86495582711	2.894537585	-2.0	-0.80104066133	-1.0	-0.0222763947112	5.99370069482	
Bucorvus leadbeateri	c37431d15839c9b467569ad3045869be	2.52241293188	0.812913356643	-24.5808706923	3.53256075002	-2.69897000434	-0.0969100130081	-0.00409290813031	3.86361724768	3.16908635749	-2.0	-0.725565029926	-1.0	-0.0222763947112	6.17114115103	
Bufo bufo	e53ae9ac85ef2c141a509f6405bc98f7	2.02284061088	0.812913356643	-9.25924267669	2.60312054534	-2.69897000434	-0.0969100130081	-0.0539409396149	3.86451108106	-0.246800085801	-4.0	-1.31006989598	-1.0	-0.0222763947112	4.92184248141	
Caiman crocodilus	2169464fbc24236e32ec1d7b81a59a45	1.07298474463	0.812913356643	-10.8088285443	2.46222424535	-2.69897000434	-0.0969100130081	-0.020952673052	3.89442683796	4.13513265138	-4.0	-1.10358402353	-1.0	-0.0222763947112	5.97584522547	
Calidris alpina	3573e87083ded2fb1ffc96183f7def79	2.64253475353	0.812913356643	-23.0586873746	3.09297314964	-2.69897000434	-0.0969100130081	-0.0498835240188	3.86489714672	3.71323846155	-2.0	-1.01685653058	-1.0	-0.0222763947112	5.55774774164	
Calidris bairdii	b332bce93951f2c8b34f237074c8b5bc	3.00497018065	0.812913356643	-35.0346101298	3.39373134574	-2.69897000434	-0.0969100130081	-0.0289237127322	3.86446895482	3.26764098235	-2.0	-0.767003889608	-1.0	-0.0222763947112	5.57714698483	
Calidris ferruginea	9b0c2d95deffed6fa89cdb208c187026	2.68776432606	0.812913356643	-28.1795358094	3.24639516504	-2.69897000434	-0.0969100130081	-0.0351325002079	3.86451642071	3.59117595031	-2.0	-0.574922485226	-1.0	-0.0222763947112	5.84849701809	
Calidris maritima	a35342e9335b7725fa58bc1da7787203	2.90485181557	0.812913356643	-85.4634415574	3.38716906321	-2.69897000434	-0.0969100130081	-0.0892155652072	3.86416801908	3.81782969975	-1.0	-1.11765194782	-1.0	-0.0222763947112	6.12123145515	
Calidris minuta	9690a93b47b604e28ac765c2345ba29c	3.28762036293	0.812913356643	-27.1451476376	3.58690671991	-2.69897000434	-0.0969100130081	-0.0300997373822	3.86494160229	3.13193929521	-2.0	-0.710946442407	-1.0	-0.0222763947112	5.58591171032	
Calidris minutilla	81a637f1ff6e3f1fda7a976824ba5adc	3.17606809607	0.812913356643	-19.0781055291	3.3920142053	-2.69897000434	-0.0969100130081	-0.00439990132407	3.8646445527	2.19451434188	-2.0	-1.10351236368	-1.0	-0.0222763947112	3.85381984586	
Callorhinchus capensis	2b8e437a12e0cc1b19683fd7de7c7206	1.64473392745	0.812913356643	-7.10846254233	2.78477058793	-2.69897000434	-0.0969100130081	-0.0469655427496	3.71866773532	3.46164856806	-4.0	-1.09398837473	-1.0	-0.0222763947112	5.72476724565	
Camerasaurus spec	e91d23682d9e6ef031ecc9e41fd28be9	1.25285303098	0.812913356643	-15.6844494656	3.34698244068	-2.69897000434	-0.0969100130081	-0.104190849831	3.89459294792	6.1152775914	-0.301029995664	-1.70487291475	-1.0	-0.0222763947112	9.18582535961	
Capitella teleta	fd9aa8aa73aaf17bae632c52a561664d	2.61278385672	0.812913356643	-6.27506908581	2.61293424486	-2.69897000434	-0.0969100130081	-0.0635868002885	3.61909333063	-1.17809362265	-4.0	-0.602059991328	-1.0	-0.0222763947112	2.43727479741	
Carcharhinus leucas	08712ee451c6216fdc23bf2ed1b8eb24	1.13735411137	0.812913356643	-9.31587307439	2.87362049283	-2.69897000434	-0.0969100130081	-0.169475485903	3.7190825739	5.93515444722	-4.0	-1.63376387628	-1.0	-0.0222763947112	7.58274496569	
Carcharodon carcharias	c5465928ea46eb759bbbf4d623c56bad	1.30276370847	0.812913356643	-8.73945162736	3.34090790778	-2.69897000434	-0.0969100130081	-0.100726812682	3.71816940539	7.05614226206	-4.0	-0.929555750027	-1.0	-0.0222763947112	8.41212440617	
Caretta caretta	5667c31e110f65b6f24658fa8d7f650f	0.808818425092	0.812913356643	-10.127960332	2.60991227753	-2.69897000434	-0.0969100130081	-0.131590696685	3.89142594285	4.55618184665	-4.0	-1.0674247765	-1.0	-0.0222763947112	7.74012573697	
Cariama cristata	51010aa3e16c9d55c093b195102bac97	2.76215469427	0.812913356643	-14.493689835	3.6185908871	-2.69897000434	-0.0969100130081	-0.000958241408472	3.86413179776	2.50870205592	-2.0	-1.00696738791	-1.0	-0.0222763947112	4.08403620179	
Cepphus grylle	f56cecae9c9629f9bcc610161d9b483e	2.63708827193	0.812913356643	-26.8513973452	3.40952567557	-2.69897000434	-0.181450815961	-0.00479931717647	3.86354649394	3.22349594096	-2.0	-0.5207414934	-1.0	-0.0222763947112	5.58759872972	
Ceriodaphnia dubia	b7129a03be4a413d639f0bf4ade8d684	3.11600635454	0.812913356643	-4.56511187913	1.84103456677	-2.69897000434	-0.0969100130081	-0.34085423899	3.64802904034	-2.2768728412	-4.0	-1.99357674749	-1.0	-0.0222763947112	-1.62232956067	
Ceriodaphnia pulchella	8c950c5099d7368e2c5d026dc079a5e9	3.02077548819	0.812913356643	-5.28382965214	1.45686685327	-2.69897000434	-0.0969100130081	-0.00056495012367	3.64787176531	-7.92335955633	-4.0	-1.68655462957	-1.0	-0.0222763947112	-5.49798278517	
Channa punctata	19bb192b10caf3ea97ac557fd3b99edb	1.21717851466	0.812913356643	-7.20131552371	1.98883665602	-2.69897000434	-0.0969100130081	-0.00132095923499	3.71870508702	-3.62518202586	-4.0	-1.35125368758	-1.0	-0.0222763947112	2.53899199316	
Charadrius pecuarius	7649077c28e6d6a042e8f6a197b55be5	2.26494997948	0.812913356643	-27.9389246764	2.82985353107	-2.69897000434	-0.0969100130081	-0.0630240603563	3.86424460831	3.77232170672	-2.0	-0.472692395605	-1.0	-0.0222763947112	5.64552051491	
Chelon labrosus	78be26413dd8d85e73278dd3188eab9f	1.26890310302	0.812913356643	-7.9159280108	2.59829028787	-2.69897000434	-0.0969100130081	-0.208276376722	3.71845767592	-0.427225950831	-4.0	-1.48754374833	-1.0	-0.0222763947112	5.17630256429	
Chiloscyllium plagiosum	52239f24c95c370cbca53d5404f355a8	1.27669152885	0.812913356643	-9.3671379599	2.39246655784	-2.69897000434	-0.0969100130081	-0.150150804395	3.72320931041	3.8913701747	-4.0	-1.51442052302	-1.0	-0.0222763947112	6.10551018477	
Chlamydoselachus anguineus	efa72d5fdd926d889162f49fa8618ce3	1.32325210017	0.812913356643	-7.82477819966	2.97447116284	-2.69897000434	-0.0969100130081	-0.377061030789	3.71891668601	5.84085855404	-4.0	-1.23328979274	-1.0	-0.0222763947112	7.23223352111	
Chlidonias leucopterus	a666e4b62baba1a7edf044f52f7eefd5	3.07701160135	0.812913356643	-32.542420853	3.55272538837	-2.69897000434	-0.0969100130081	-0.00938147503147	3.86494456583	2.89131439938	-2.0	-0.562868033906	-1.0	-0.0222763947112	5.47741068791	
Chydorus sphaericus	bf9a53b5d704a17c593c845f6e8d08cb	3.46118327126	0.812913356643	-5.58070527825	1.37262114912	-2.69897000434	-0.0969100130081	-0.0243844020331	3.64345267649	-5.0188158626	-4.0	-1.83920144646	-1.0	-0.0222763947112	-4.19307422312	
Ciconia ciconia	1f8d320bdebfb912da9ef2433da92a85	2.52833167924	0.812913356643	-32.1071821757	3.62883321589	-11.2565764756	-0.0969100130081	-0.00103920615837	3.86453421908	2.91692746611	-2.0	-0.1543005685	-1.0	-0.0222763947112	6.16256440652	
Cinnyris jugularis	d7ff4b36e31373ca9a0d3b401e370436	3.38490690773	0.812913356643	-24.1689625144	3.49240834217	-2.69897000434	-0.0969100130081	-0.00544530438256	3.86477027513	1.71290212505	-2.0	-0.78372850703	-1.0	-0.0222763947112	4.45666962942	
Ciona intestinalis	eca285a07d80dda8bda2c2e91aa687f8	1.75549372842	3.90708874507	-6.76802097317	1.82524885829	-2.76955107862	-1.20224787135	-8.68675834286e-05	3.18554215485	-7.21098367321	-4.0	-1.29688065376	-0.86296254521	-0.323306390375	-2.04005278429	
Circus aeruginosus	86e884dce0543b20ad3f399fc9ce5198	2.67834535516	0.812913356643	-25.2957636627	3.53651299077	-2.69897000434	-0.838542153028	-0.00357589604491	3.86448675514	2.96288998739	-2.0	-0.323864474346	-1.0	-0.0222763947112	5.73375883559	
Clamator glandarius	02135d597ace84d87208d04918b1beba	2.95106053132	0.812913356643	-107.967784297	3.57496370963	-2.69897000434	-0.0969100130081	-0.00327823617911	3.86457574578	2.42975228	-1.30102999566	-0.21369587597	-1.0	-0.0222763947112	3.33945144131	
Columba livia	85552c5c13d52b6bb61b495497f135c1	3.00475115559	0.812913356643	-63.1953154851	3.54891001365	-2.68697688968	-0.0969100130081	-0.00393072792313	3.86643148911	2.6421676344	-1.30102999566	-1.03036978917	-1.0	-0.0222763947112	4.54307423503	
Columba oenas	ed30f61f67a50dfc7efd082e23ec61b9	2.72317563012	0.812913356643	-48.1401414795	3.51313766121	-2.69897000434	-0.0969100130081	-0.00568724749938	3.86540544691	3.04688519084	-2.0	0.217799679947	-1.0	-0.0222763947112	5.84565605998	
Coronella austriaca	7449215b10f0b0e3d3b66b04beff2d3d	1.34596154181	0.812913356643	-7.86934465098	2.13464877194	-2.69897000434	-0.0969100130081	-0.24611066854	3.89420525914	3.97071870372	-4.0	-1.63808338133	-1.0	-0.0222763947112	5.04610478725	
Corophium volutator	3f0dd1ef46052e07709a147e7e701ed6	1.49582175339	0.812913356643	-5.21932272557	0.969824851259	-2.69897000434	-0.0969100130081	-0.0394340971818	3.64493070791	-2.02548830726	-4.0	-1.786482243	-1.0	-0.0222763947112	-1.78277934436	
Corvus monedula	8b1d7741c6b8ad881d4f28e0bbe0bdeb	2.88557944341	0.812913356643	-52.0397195356	3.62372262016	-2.69897000434	-0.0969100130081	-0.00153141344799	3.86471809288	2.34830486305	-2.0	-0.0122533176155	-1.0	-0.0222763947112	5.0909630766	
Corydoras aeneus	905ee3c3036f0147c9e3465986196a49	2.05918461763	0.812913356643	-8.42504322424	2.16967149566	-2.69897000434	-0.0969100130081	-0.00771164620291	3.71800316827	-1.37396775217	-4.0	-1.22308099716	-1.0	-0.0222763947112	2.23804610313	
Crinia georgiana	66b8883b16bfdf95aad4fa2a2d29f8d8	2.67089495352	0.812913356643	-6.28399665637	2.84241201516	-2.69897000434	-0.0969100130081	-0.0660068361688	3.86628733908	0.888235673271	-4.0	-1.25523776293	-1.0	-0.0222763947112	3.22685757029	
Crinia nimbus	7653067dbfb18458578b1e698667cacc	1.89722174391	0.812913356643	-6.45525250635	2.125087457	-2.69897000434	-0.0969100130081	-0.346423796283	3.86390192982	1.9591983781	-4.0	-2.09462945089	-1.0	-0.0222763947112	3.24082122114	
Crocodylus johnstoni	fcfe74af99e90cc51fee08e046d3aef2	1.74756716274	0.812913356643	-9.97265039223	3.06052030981	-2.69897000434	-0.0969100130081	-0.0132282657338	3.87279703999	3.36567514046	-4.0	-1.14727608921	-1.0	-0.0222763947112	6.33505651944	
Crocodylus niloticus	1a3211cb8764f54db424f9a4646c0075	1.36772854609	0.812913356643	-9.72839069862	3.11315422428	-2.69897000434	-0.0969100130081	-0.180521871638	3.87477163718	4.30556631352	-4.0	-1.86201326728	-1.0	-0.0222763947112	7.65609820201	
Ctenophorus ornatus	1784a51b08f5dec6219f9eb686c036f8	1.2659963705	0.812913356643	-10.0198602223	1.80395872279	-2.69897000434	-0.0969100130081	-0.0799288757025	3.89376176206	3.10619089726	-4.0	-1.88074411072	-1.0	-0.0222763947112	4.04805317312	
Cuculus canorus	01a48abb4f3aba76b904ac4c7a32f20a	2.95138900927	0.812913356643	-80.5407583351	3.51917409192	-2.69897000434	-0.0969100130081	-0.000899921317776	3.86470208116	1.37032800778	-1.30102999566	-0.405596399015	-1.0	-0.0222763947112	3.75104803482	
Daphnia cucullata	3eb62cdbb1d096da9cfcabc1b19e18aa	3.14612803568	0.812913356643	-5.51598503733	1.93928656819	-2.69897000434	-0.0969100130081	-0.13667713988	3.64345267649	-2.5428753737	-4.0	-1.44045244442	-1.0	-0.0222763947112	-1.80966830183	
Daphnia hyalina	29d9d22b0b26cf7307af8c0faaa8cf06	3.20411998266	0.812913356643	-4.15033494452	2.31806333496	-2.69897000434	-0.0969100130081	-0.229147988358	3.64345267649	-1.65737995745	-4.0	-1.09691001301	-1.0	-0.0222763947112	-0.908333042404	
Daphnia magna	e44e0a35c2cdb085859074a9fe73abdf	3.1622656143	0.812913356643	-3.50793839549	2.49915213128	-2.69897000434	-0.0457574905607	-0.214670164989	3.64345267649	-1.86043573382		-0.800244822747	-1.30102999566	-0.0222763947112	-0.493359694433	
Daphnia pulex	1274b0b445ebb1c66cc1c92f024359f4	3.20384846375	0.812913356643	-4.10187842446	2.71669182253	-2.69897000434	-0.0969100130081	-0.358724242768	3.64816477857	-0.585026652029	-4.0	-1.31077996274	-1.0	-0.0222763947112	0.593950295264	
Daspletosaurus torosus	d220ef2c6ad58b7d730719f5ad838bf8	1.20139712432	0.812913356643	-10.6317131151	3.02859971675	-2.69897000434	-0.0969100130081	-0.0789381092097	3.89470365261	5.54629583512	-0.301029995664	-1.817015033	-1.0	-0.0222763947112	8.26834391395	
Dendrobaena octaedra	6ec54faf2fcf669ae87e31911d422933	2.66351247042	0.812913356643	-8.254456798	2.52593711033	-2.69897000434	-0.0969100130081	-0.0630843190547	3.62024018985	0.319314304091	-4.0	-0.799970733446	-1.0	-0.0222763947112	2.31175386106	
Dermochelys coriacea	dd8153b49c7daf4582b11583525bc26c	1.32588494397	0.812913356643	-8.71246922897	3.07606124099	-2.69897000434	-0.68507363469	-0.0377959834403	3.89449218213	3.87795615512	-4.0	-1.06294423046	-0.698970004336	-0.0222763947112	7.91653237768	
Diaphanosoma brachyurum	dd213856b4a492a6f01afd65e70991d4	2.88784226511	0.812913356643	-3.08634506491	1.66083039166	-2.69897000434	-0.0969100130081	-0.133004186889	3.64699153748	-2.34649805304	-4.0	-1.63339028961	-1.0	-0.0222763947112	-1.78251605579	
Diomedea exulans	9cf46c5413e6bef61c029d6cef69ff57	2.83424389776	0.812913356643	-16.6274561992	3.82953726397	-2.69897000434	-0.0969100130081	-0.00114805353056	3.86542616915	3.26173854735	-2.0	-1.01840335183	-1.0	-0.0222763947112	5.80092318181	
Dromaius novaehollandiae	e211d1636655d7a1b1f48fdb2c584dae	1.4495817536	0.812913356643	-16.7226200253	3.01745490139	-2.78388690268	-0.0969100130081	-0.0152432237776	3.86446183449	4.9689030303	-2.0	-0.172760000494	-1.0	-0.0222763947112	7.25503116335	
Egernia cunninghami	91fe397b8044dd1066106e58c5e37c52	1.57530333342	0.812913356643	-9.73025362687	2.46489920654	-2.69897000434	-0.0969100130081	-0.235226283089	3.89359533382	4.27160930138	-4.0	-1.66414108868	-1.0	-0.0222763947112	5.77070476822	
Electrophorus electricus	3cef65beebb836d276014fb79322b074	1.25382243871	0.812913356643	-7.59108197915	2.443807275	-2.69897000434	-0.0969100130081	-0.00957234151474	3.71600334363	-0.738975166008	-4.0	-1.9090369234	-1.0	-0.0222763947112	4.32242605241	
Eptatretus stoutii	8c8fa2e6d0664f3f877f783a64beb1c6	1.42340972773	0.812913356643	-6.74884865682	2.34192888375	-2.69897000434	-0.0969100130081	-0.225848141045	3.64571693937	2.73391915101	-4.0	-1.73471037414	-1.0	-0.0222763947112	4.75365964729	
Erpetoichthys calabaricus	c89d648572722980801c621e154ae462	1.23121464796	0.812913356643	-9.18575240427	1.73901745381	-2.69897000434	-0.0969100130081	-0.0332952233421	3.71891668601	-0.587035728003	-4.0	-2.01170865809	-1.0	-0.0222763947112	4.039017322	
Esox lucius	491ad1cbf0ee6578c14c4a37b2580003	1.00966331668	0.812913356643	-7.77522357279	2.43778384689	-2.69897000434	-0.0969100130081	-0.0364218175402	3.7197902031	0.120666044509	-4.0	-1.04441422227	-1.0	-0.0222763947112	5.34483027749	
Etmopterus perryi	36a22def38a1931b3c9f9cb244396c01	1.26881190374	0.812913356643	-8.82390874094	1.85324238922	-2.69897000434	-0.0969100130081	-0.137272471682	3.71816940539	2.95894593249	-4.0	-1.22184874962	-1.0	-0.0222763947112	4.42028588494	
Eubosmina coregoni	dfa6a62de551465c295c3a3279b152b6	3.14612803568	0.812913356643	-5.64743161382	1.97984417689	-2.69897000434	-0.0969100130081	-0.311402224919	3.64728514503	-2.5343197884	-4.0	-1.63902811627	-1.0	-0.0222763947112	-1.52230007167	
Eulamprus quoyii	b7368b27759d92dfd69b19ba70fe7f0e	1.54419211077	0.812913356643	-7.31015859086	2.15110312319	-2.69897000434	-0.0969100130081	-0.155584959526	3.89359533382	3.29336255471	-4.0	-1.64168435992	-1.0	-0.0222763947112	4.46134843365	
Eunectes murinus	a97cd0d051262be8ea1c9b162f28b25f	1.23904909314	0.812913356643	-9.43415218133	3.1858678244	-2.69897000434	-0.0969100130081	-0.492279023314	3.89492497736	5.63588568528	-4.0	-1.65111127693	-1.0	-0.0222763947112	7.35005409358	
Euphausia superba	9b5816e13fe1783d6d65f7075aba514f	2.65571454962	0.812913356643	-6.48161768445	2.70260628674	-2.69897000434	-0.237696636712	-0.0483711061634	3.64345267649	-1.82652235655	-4.0	-1.21917882415	-0.431798275933	-0.0222763947112	2.51745982654	
Euptilotis neoxenus	9e2e1359f85b411a7a1c34b7aa1151b5	2.7644914607	0.812913356643	-21.8247781997	3.32282894697	-2.69897000434	-0.0969100130081	-0.00940810252884	3.86421670527	3.17782497186	-2.0	-0.779081636443	-1.0	-0.0222763947112	5.35256838618	
Falco naumanni	bc99d387d3a7b447bf1d951ef8111cc2	2.87303388446	0.812913356643	-28.461929213	3.5352434705	-2.69897000434	-0.0969100130081	-0.00113499040539	3.86421076822	2.18582535961	-2.0	-0.0656732805241	-1.0	-0.0222763947112	4.30276370847	
