Name	CoL ID	p_M (log10 J/d.cm^3)	F_m (log10 l/d.cm^2)	h_a (log10 1/d^2)	p_Am (log10 J/d.cm^2)	k_J (log10 1/d)	kap_X (log10 -)	kap (log10 -)	E_G (log10 J/cm^3)	E_Hb (log10 J)	s_G (log10 -)	v (log10 cm/d)	kap_P (log10 -)	kap_R (log10 -)	E_Hp (log10 J)	p_T (log10 J/d.cm^2)
Flustra foliacea	fd374d545f72678ced74b5f86d54deba	1.25430633233	0.812913356643	-6.32817943982	1.45842631499	-2.69897000434	-0.0969100130081	-0.0969100130081	3.2626883443	-7.68930668766	-4.0	-2.60275541899	-1.0	-0.323306390375	-0.326426203577	
Forpus passerinus	9dde78344c3ce809f5af4d35947c6ae0	2.6028453538	0.812913356643	-34.7469044142	3.02351995204	-2.69897000434	-0.0969100130081	-0.0253133351941	3.86449150177	2.83212554253	-2.0	-0.586616403377	-1.0	-0.0222763947112	5.11958577496	
Fratercula arctica	80c12642c3ab7cc036ee3749463ca606	2.5057413018	0.812913356643	-19.6615435064	3.39613306417	-2.69897000434	-0.0969100130081	-0.222145618954	3.86557652373	4.9049318274	-2.0	-1.00398332027	-1.0	-0.0222763947112	7.03100428136	
Fulmarus glacialis	a6e247adc3755e7607c4862ae639f9c3	2.73007940944	0.812913356643	-138.481749349	3.60754294554	-2.69897000434	-0.301029995664	-0.0321105255686	3.86092226362	4.24600590408	-1.30102999566	-0.451745744038	-1.0	-0.0222763947112	6.84447717575	
Furcifer labordi	2d8fe0c4795645592bb8c62369df1cd0	3.0	0.812913356643	-6.60205999133	3.0799116938	-2.69897000434	-0.0969100130081	-0.0708877433453	3.89426066445	2.26458172924	-0.301029995664	-1.57430278664	-1.0	-0.0222763947112	3.48043814718	
Gallinula chloropus	8c1a4e2718730f2ad6171f96fb6c6fa3	2.48424003074	0.812913356643	-46.978397284	3.25958193443	-2.69897000434	-0.0969100130081	-0.0665987697003	3.86435798307	4.006037955	-1.30102999566	-0.695337167332	-1.0	-0.0222763947112	6.47885496753	
Gallus gallus IR	41fa0feaab366e305d7a91b3f433abfa	1.64192601751	0.812913356643	-29.5547072306	3.07468847308	-2.69897000434	-0.0969100130081	-0.279220718642	3.87234801952	5.29688447554	-1.30102999566	-0.177302456564	-1.0	-0.0222763947112	7.4557582031	
Gallus gallus	41fa0feaab366e305d7a91b3f433abfa	2.18094549902	0.812913356643	-34.1182730646	3.05728945066	-2.69897000434	-0.0969100130081	-0.00384746972448	3.86398628826	3.00043407748	-1.30102999566	-0.89360509687	-1.0	-0.0222763947112	4.56002624891	
Gallus gallus WL	41fa0feaab366e305d7a91b3f433abfa	2.25076876174	0.812913356643	-12.9344202853	3.42302129383	-2.69897000434	-0.0969100130081	-0.383661045143	3.86449387506	4.79615787691	-1.30102999566	-1.36247024519	-1.0	-0.0222763947112	7.05230909965	
Gasterosteus aculeatus	fd99ac97713444a54871ba5ae6555109	2.06483221974	0.812913356643	-8.41038545937	2.28940833053	-2.69897000434	-0.0969100130081	-0.00682839496924	3.71800316827	-0.733063088841	-4.0	-1.13894375542	-1.0	-0.0222763947112	1.89647110048	
Gavialis gangeticus	6bef8e5a76defdae652840a7b3416c9b	1.29732271421	0.812913356643	-10.3315208971	2.96625393055	-2.69897000434	-0.0969100130081	-0.130357655348	3.89470365261	4.83333838894	-4.0	-1.54652876628	-1.0	-0.0222763947112	7.79629674005	
Gavia immer	cfec88d8fcc43e7f03d1575d1c3f55a3	2.41962701345	0.812913356643	-40.1050197091	3.49271011409	-2.76970438608	-0.0969100130081	-0.00612748969047	3.8646641251	3.61700034112	-1.30102999566	-0.505636660733	-1.0	-0.0222763947112	6.50283663862	
Gavia stellata	82657d3390f0a0d5bc1349a48394f8d0	2.58745390333	0.812913356643	-44.7000571	3.51751655024	-2.73306308884	-0.859491956962	-0.0128881270014	3.86289728105	3.82052984852	-1.30102999566	-0.578823998148	-0.100360035318	-0.0222763947112	6.52231379516	
Genypterus blacodes	660b829aafcd7d46e774e3638a8d7a29	1.84198480459	0.812913356643	-7.33086915263	3.18242891943	-2.69897000434	-0.0969100130081	-0.0969100130081	3.71197585435	-0.387852161674	-4.0	-0.996108833763	-1.0	-0.0222763947112	5.75929003302	
Geocrinia vitellina	12f5c1d4ba0f3475b80be1a3f53d8269	1.27646180417	0.812913356643	-8.07961575782	1.5082791699	-2.69897000434	-0.0969100130081	-0.195587940862	3.86462972455	1.6574383227	-4.0	-1.65052820079	-1.0	-0.0222763947112	3.07918124605	
Gorgosaurus libratus	54cd15bf2e0366e56b694ffd4318a821	1.18610837981	0.812913356643	-10.8655041442	2.97306270454	-2.69897000434	-0.0969100130081	-0.0972901870301	3.89481432908	5.59317526348	-0.301029995664	-1.82016107198	-1.0	-0.0222763947112	8.17522180034	
Grus americana	9e7ec4f646ab45aa56e2c1b86e918670	2.0023863941	0.812913356643	-87.9590023076	3.31006637167	-2.69897000434	-0.0969100130081	-0.0186163579187	3.86333535334	4.62603224783	-2.0	0.784046415808	-1.0	-0.0222763947112	7.19783169333	
Grus antigone	6a6879cee063dbe1eb1e589ccdbf7ecb	1.96343600076	0.812913356643	-62.2342569586	3.27722172874	-2.69897000434	-0.0969100130081	-0.0113474168269	3.86357087258	4.34262004255	-2.0	0.384156207203	-1.0	-0.0222763947112	6.97464983444	
Grus canadensis	b5fb32b609572d52ede7b7748943dc51	1.9131306255	0.812913356643	-66.8840568231	3.16902456323	-2.69897000434	-0.0969100130081	-0.0187206330251	3.86318957671	4.43980621139	-2.0	0.41242694501	-1.0	-0.0222763947112	6.95375969173	
Grus japonensis	6fde6b82ab0ac42b5d8bbd69e9433010	1.73504450119	0.812913356643	-71.0786777564	3.0675023311	-2.69897000434	-0.0969100130081	-0.0151397801723	3.86174702571	4.44669246637	-2.0	0.684135913403	-1.0	-0.0222763947112	6.91803033678	
Grus leucogeranus	0ae95f5329e0e7fe075c002169e60746	2.07029282426	0.812913356643	-64.6451235775	3.33372529518	-2.69897000434	-0.0969100130081	-0.019687502597	3.8624152483	4.58194965837	-2.0	0.408104227076	-1.0	-0.0222763947112	7.15442397311	
Grus monacha	0e419445ddc878e375c38fa9d9515969	2.17948285006	0.812913356643	-64.084230934	3.36847283844	-2.69897000434	-0.0969100130081	-0.0183535144231	3.8637117662	4.45101845216	-2.0	0.509444476612	-1.0	-0.0222763947112	7.01241537476	
